Id,Old Name,New Name,Notes
,ThunderStix BLUNT-Tilted-DOH-glass tip preroll(1.2g) / Gorilla Glue (IH),Tilted Gorilla Glue Infused Blunt 1.2g,no_vendor_column;no_cannabinoid_columns;renamed
,ThunderStix BLUNT-Tilted-DOH-glass tip preroll(1.2g) / Ripped Off Runtz (H),Tilted Ripped Off Runtz Infused Blunt 1.2g,collapsed_duplicate;merged_into_master
,Cartridge - Menthol OG - 1g,Pastime Menthol Og Cartridge 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Cartridge - Vapor Biscuit - 1g,Pastime Vapor Biscuit Cartridge 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Queen Of The South - 3.5g,Pastime Queen Of The South Flower 3.5g,collapsed_duplicate;merged_into_master
,Yellow Zushi - 3.5g,Pastime Yellow Zushi Flower 3.5g,no_vendor_column;no_cannabinoid_columns;renamed
,Canna Organix - Sauced & Tossed - Offendo #21 - 1g,Canna Organix Offendo 21 Infused Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Canna Organix - Custard - Lemon Cherry Gelato - 1g,Canna Organix Lemon Cherry Gelato Bho 1g,collapsed_duplicate;merged_into_master
,Canna Organix - .5g 2-Pack Preroll Tube - Tokyo Snow - 1g,Canna Organix Tokyo Snow Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Canna Organix - .5g 2-Pack Preroll Tube - Super Silver Haze - 1g,Canna Organix Super Silver Haze Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Canna Organix - .5g 2-Pack Preroll Tube - Forbidden Fruit - 1g,Canna Organix Forbidden Fruit Pre-roll 1g,collapsed_duplicate;merged_into_master
,SMB - Extracts - SMB - Sugar Crumble - Blueberry Caviar - 1g,2727 Blueberry Caviar Bho 1g,no_vendor_column;no_cannabinoid_columns;renamed
,2727 - Vape Cart - 2727 - Purple Punch - 1g,2727 Purple Punch Cartridge 1g,collapsed_duplicate;merged_into_master
,2727 - Pre-Rolls - 2727 - DOH - Honey Banana - 5g,2727 Honey Banana Pre-roll 5g,collapsed_duplicate;merged_into_master
,2727 - Pre-Rolls - 2727 - DOH - Garlic Breath - 5g,2727 Garlic Breath Pre-roll 5g,collapsed_duplicate;merged_into_master
,2727 - Pre-Rolls - 2727 - DOH - Purple Punch - 5g,2727 Purple Punch Pre-roll 5g,no_vendor_column;no_cannabinoid_columns;renamed
,2727 - Pre-Rolls - 2727 - DOH - OG Glue - 5g,2727 Og Glue Pre-roll 5g,collapsed_duplicate;merged_into_master
,2727 - Extracts - 2727 - Honey Crumble - Himalayan Kush - 1g,2727 Himalayan Kush Bho 1g,no_vendor_column;no_cannabinoid_columns;renamed
,5-1 gram Pre-Roll packs - Cherry Payton - 5g,Mz. A Cherry Payton Pre-roll 5g,no_vendor_column;no_cannabinoid_columns;renamed
,Flower - Lemon Cherry Runtz - 1.5g,Mz. A Lemon Cherry Runtz Flower 1.5g,no_vendor_column;no_cannabinoid_columns;renamed
,Flower - Lemon Cherry Runtz - 3.5g,Mz. A Lemon Cherry Runtz Flower 3.5g,no_vendor_column;no_cannabinoid_columns;renamed
,Flower - Candy Gassy - 1.5g,Mz. A Candy Gassy Flower 1.5g,no_vendor_column;no_cannabinoid_columns;renamed
,Flower - Candy Gassy - 3.5g,Mz. A Candy Gassy Flower 3.5g,collapsed_duplicate;merged_into_master
,Popcorn - Lemon Cherry Runtz - 28g,Mz. A Lemon Cherry Runtz Flower 28g,no_vendor_column;no_cannabinoid_columns;renamed
,Popcorn - Winter Sunrise - 28g,Mz. A Winter Sunrise Flower 28g,no_vendor_column;no_cannabinoid_columns;renamed
,Flower - NYC Diesel - 1.5g,Mz. A Nyc Diesel Flower 1.5g,collapsed_duplicate;merged_into_master
,Flower - NYC Diesel - 3.5g,Mz. A Nyc Diesel Flower 3.5g,no_vendor_column;no_cannabinoid_columns;renamed
,Buddies 100% Live Resin All in One Tanker - Blueberry Headband - 1g - (S/H) - DOH,Buddies Blueberry Headband Disposable Cartridge 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Phat Panda Cartridge Raspberry Kush 1g,Phat Panda Raspberry Cartridge 1g,collapsed_duplicate;merged_into_master
,Phat Panda Cartridge Raspberry Lemonade,Phat Panda Raspberry Lemonade Cartridge 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Phat Panda Cartridge White Gummy,Phat Panda White Gummy Cartridge 1g,collapsed_duplicate;merged_into_master
,Phat Panda Pre-roll Hawk Tuah,Phat Panda Hawk Tuah Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Phat Panda Pre-Roll Oreoz,Phat Panda Oreoz Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Phat Panda Pre-roll Raspberry Kush,Phat Panda Raspberry Pre-roll 1g,collapsed_duplicate;merged_into_master
,Phat Panda Pre-Rolls Chicken & Waffles 1g,Phat Panda Chicken Wafflez Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Phat Panda Pre-Roll Original Glue 1g,Phat Panda Original Glue Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;renamed
,ROSIN Fruit Burst - Paradise Punch Indica 100mg,Swell Paradise Punch Edible 3.3g,no_vendor_column;no_cannabinoid_columns;renamed
,Incredibulk - IB PHO 1g - SATIVA - Ghost Train Haze - 1g,Clarity Farms Ghost Train Haze Bho 1g,collapsed_duplicate;merged_into_master
,Tasty Terps - TT Diamond Badder 1g - Maui Mango - 1g,Clarity Farms Maui Mango Bho 1g,collapsed_duplicate;merged_into_master
,Smokiez Dreamy Blueberry Trifecta 100mg THC:CBG:CBN 1:1:1 Fruit Chews,Smokiez Blueberry Fruit Chews 60g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Smokiez Sour Dreamy Blueberry Trifecta 100mg THC:CBG:CBN 1:1:1 Fruit Chews,Smokiez Blueberry Fruit Chews 60g,collapsed_duplicate;merged_into_master
,Smokiez Midnight Prickly Pear Trifecta CBN:CBD:THC 1:1:1 Fruit Chews,Smokiez Prickly Pear Fruit Chews 60g,collapsed_duplicate;merged_into_master
,Smokiez Sour Midnight Prickly Pear Trifecta CBN:CBD:THC 1:1:1 Fruit Chews,Smokiez Prickly Pear Fruit Chews 60g,collapsed_duplicate;merged_into_master
,Smokiez Sleepy Watermelon Trifecta CBN:CBD:THC 2:2:1 Fruit Chews,Smokiez Sour Watermelon Fruit Chews 60g,collapsed_duplicate;merged_into_master
,Smokiez Sour Sleepy Watermelon Trifecta CBN:CBD:THC 2:2:1 Fruit Chews,Smokiez Sour Watermelon Fruit Chews 60g,collapsed_duplicate;merged_into_master
,LIVE extract - vape cart - MINT CONDITION - 1g,Downtown Mint Condition Cartridge 1g,no_vendor_column;no_cannabinoid_columns;renamed
,LIVE extract - vape cart - SWIFT CHEESE - 1g,Downtown Swift Cheese Cartridge 1g,no_vendor_column;no_cannabinoid_columns;renamed
,LIVE extract - vape cart - SUPER FUZZY - 1g,Downtown Super Fuzzy Cartridge 1g,collapsed_duplicate;merged_into_master
,LIVE extract - vape cart - TWISTED TOAST - 1g,Downtown Twisted Toast Cartridge 1g,no_vendor_column;no_cannabinoid_columns;renamed
,LIVE extract - vape cart - SPACE OG - 1g,Downtown Space Og Cartridge 1g,no_vendor_column;no_cannabinoid_columns;renamed
,FLOWER - COMATOAST - 1g,Downtown Comatoast Flower 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Select Series - Crunch Berries - 3.5g,Svin Crunch Berriez Flower 3.5g,no_vendor_column;no_cannabinoid_columns;renamed
,Live Resin Disposables - Spooky Z - 1g,Svin Spooky Z Disposable Cartridge 1g,collapsed_duplicate;merged_into_master
,Terp Dough - Animal Mints BX1#3 - 1g,Svin Animal Mints Bho 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Terp Dough - Krumblez - 1g,Svin Krumblez Bho 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Flower - Double Dipped Strawberries - 1g,Sky High Gardens Double Dipped Strawberries Flower 1g,collapsed_duplicate;merged_into_master
,Flower - Double Dipped Strawberries - 3.5g,Sky High Gardens Double Dipped Strawberries Flower 3.5g,no_vendor_column;no_cannabinoid_columns;renamed
,Flower - Heladosa - 1g,Sky High Gardens Heladosa Flower 1g,collapsed_duplicate;merged_into_master
,Flower - Heladosa - 3.5g,Sky High Gardens Heladosa Flower 3.5g,no_vendor_column;no_cannabinoid_columns;renamed
,1g Flower - Pineapple Chunk - 1g,Sky High Gardens Pineapple Chunk Flower 1g,no_vendor_column;no_cannabinoid_columns;renamed
,"Trichome InTERPreter Pre-Rolls, 2ct - MAC 1+AT - 1.5g",Trichome Mac 1 Infused Pre-roll 1.5g,no_vendor_column;no_cannabinoid_columns;renamed
,Packaged Flower - Purple Jealousy - 7g,Pinnacle Green Purple Passion Fruit Flower 7g,no_vendor_column;no_cannabinoid_columns;renamed
,Fire Bros All-In-One Cart - Chrome Gnome - 1g,Fire Bros Chrome Gnome Disposable Cartridge 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Fire Bros All-In-One Artist Series - Lobster Roll - 1g,Fire Bros Lobster Roll Disposable Cartridge 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Fire Bros All-In-One Cart - Mongo,Fire Bros Mongo Disposable Cartridge 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Fire Bros Pre-Roll 5-Pack - Grape Lobster - 2.5g,Fire Bros Grape Lobster Pre-roll 2.5g,no_vendor_column;no_cannabinoid_columns;renamed
,Ooowee - 1G Cartridge - Big Apple Diesel - 1g,Ooowee Big Apple Diesel Cartridge 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Ooowee - 1G Cartridge - Honeydew - 1g,Ooowee Honeydew Cartridge 1g,collapsed_duplicate;merged_into_master
,Ooowee - 5/1G Infused PreRoll - Super Lemon Cherry Gelato - 5g,Ooowee Super Lemon Cherry Gelato Infused Pre-roll 5g,no_vendor_column;no_cannabinoid_columns;renamed
,Ooowee - 5/1G Infused PreRoll - Super Lemon Haze - 5g,Ooowee Super Lemon Haze Infused Pre-roll 5g,collapsed_duplicate;merged_into_master
,Ooowee - 5/1G Infused PreRoll - Cheat Code - 5g,Ooowee Cheat Code Infused Pre-roll 5g,collapsed_duplicate;merged_into_master
,Ooowee - 5/1G Pre-Roll - Crunch Berries - 5g,Ooowee Crunch Berriez Pre-roll 5g,no_vendor_column;no_cannabinoid_columns;renamed
,Ooowee - 5/1G Pre-Roll - Super Lemon Cherry Gelato - 5g,Ooowee Super Lemon Cherry Gelato Pre-roll 5g,no_vendor_column;no_cannabinoid_columns;renamed
,Ooowee - 5/1G Pre-Roll - Super Lemon Haze - 5g,Ooowee Super Lemon Haze Pre-roll 5g,no_vendor_column;no_cannabinoid_columns;renamed
,Ooowee - 5/1G Pre-Roll - Super Boof - 5g,Ooowee Super Boof Pre-roll 5g,no_vendor_column;no_cannabinoid_columns;renamed
,Ooowee - JUICED 1G C.R HTE Disposable - Strawberry Guava - 1g,Ooowee Strawberry Guava Disposable Cartridge 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Ooowee - JUICED 1G C.R HTE Disposable - Big Apple Diesel - 1g,Ooowee Big Apple Diesel Disposable Cartridge 1g,no_vendor_column;no_cannabinoid_columns;renamed
,1937 - Disposable Cartridge - Banana Bread - 1g,1937 Banana Bread Disposable Cartridge 1g,no_vendor_column;no_cannabinoid_columns;renamed
,1937 - Disposable Cartridge - Tropicana Cherries - 1g,1937 Tropicanna Cherry Disposable Cartridge 1g,no_vendor_column;no_cannabinoid_columns;renamed
,1937 - Pre-Rolls .5 x 2 pack - Grape Mochi - 1g,1937 Grape Mochi Pre-roll 1g,collapsed_duplicate;merged_into_master
,1937 - Pre-Rolls .5 x 2 pack - Kabuki Sour - 1g,1937 Kabuki Sour Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;renamed
,1937 - 7g Regular Buds - Triple Truffle 10 - 7g,1937 Triple Truffle Flower 7g,no_vendor_column;no_cannabinoid_columns;renamed
,1937 - Pre-Rolls .5 x 2 pack - Hawaiian Lion 11 - 1g,1937 Hawaiian Lion Pre-roll 1g,collapsed_duplicate;merged_into_master
,1937 - 3.5g Flower - First Class Funk - 3.5g,1937 First Class Funk Flower 3.5g,no_vendor_column;no_cannabinoid_columns;renamed
,1937 - 3.5g Flower - Pt Chimera Breath - 3.5g,1937 Chimera Flower 3.5g,no_vendor_column;no_cannabinoid_columns;renamed
,1937 - 3.5g Flower - Aloha Love - 3.5g,1937 Aloha Love Flower 3.5g,collapsed_duplicate;merged_into_master
,1937 - 3.5g Flower - Blockberry - 3.5g,1937 Blockberry Flower 3.5g,no_vendor_column;no_cannabinoid_columns;renamed
,1937 - 3.5g Flower - Banana Bread - 3.5g,1937 Banana Bread Flower 3.5g,no_vendor_column;no_cannabinoid_columns;renamed
,1937 - 7g Regular Buds - Grape Mochi - 7g,1937 Grape Mochi Flower 7g,collapsed_duplicate;merged_into_master
,Northwest Concentrates - CLASSIC DABS - Gary Payton - 1g [ H ],Northwest Concentrates Gary Payton Bho 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Dab Syringe - Jack Herer 1g,Two Heads Jack Herer RSO 1g,collapsed_duplicate;merged_into_master
,Dab Syringe - Mango 1g,Two Heads Mango RSO 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Torus - Rosin Cold Cure - Chem De La Sour - 1g,Torus Chem De La Sour Rosin 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Torus - Glass Tip Blunt - Papaya Runtz - 2g,Torus Papaya Runtz Blunt 2g,no_vendor_column;no_cannabinoid_columns;renamed
,Torus - Rosin Cold Cure - K2 #1 - 1g,Torus K2 1 Rosin 1g,collapsed_duplicate;merged_into_master
,t2Hydro - Flower - Blue Powerade - 3.5g,Torus Blue Powerade Flower 1g,collapsed_duplicate;merged_into_master
,Green Reaper Live Resin Badder - Acapulco Gold - 1g,Green Reaper Acapulco Gold Live Resin 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Green Reaper - Diamond Sauce - Bacio Gelato - 1g,Green Reaper Bacio Gelato Diamonds 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Melted Diamond Badder - Banana Clips - 1g,Melted Banana Clips Badder 1g,collapsed_duplicate;merged_into_master
,Melted Diamond Badder - Candy Gas - 1g,Melted Candy Gas Badder 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Green Reaper Live Resin Badder - Cherry Pie - 1g,Green Reaper Cherry Pie Badder 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Green Reaper Melted Diamond Badder - Gary Poppins - 1g,Green Reaper Gary Poppins Badder 1g,collapsed_duplicate;merged_into_master
,Green Reaper Live Resin Badder - Jack Herer - 1g,Green Reaper Jack Herer Badder 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Melted Diamond Badder - Jet Fuel Gelato - 1g,Melted Jet Fuel Gelato Badder 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Green Reaper Live Resin Badder - Snoops Dream - 1g,Green Reaper Snoop's Dream Badder 1g,collapsed_duplicate;merged_into_master
,Green Reaper Live Resin Badder - Strawberry Cough - 1g,Green Reaper Strawberry Cough Badder 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Melted Diamond Badder - Strawberry Cough - 1g,Melted Strawberry Cough Badder 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Melted Diamond Badder - Super Silver Haze - 1g,Melted Super Silver Haze Badder 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Green Reaper Live Resin Badder - Wedding Cake - 1g,Green Reaper Wedding Cake Badder 1g,no_vendor_column;no_cannabinoid_columns;renamed
,BITE_SAT_HEMP&RICE_1:1_10PK,Ceres Hemp Edible 2.2oz,no_vendor_column;no_cannabinoid_columns;renamed
,Zen Pre-roll Hash Burger - 4g,Zen Cannabis Hash Burger Pre-roll 4g,no_vendor_column;no_cannabinoid_columns;renamed
,Zen Flower Hash Burger - 3.5g,Zen Cannabis Hash Burger Flower 3.5g,collapsed_duplicate;merged_into_master
,Zen Flower BananaConda - 3.5g,Zen Cannabis Bananaconda Flower 3.5g,no_vendor_column;no_cannabinoid_columns;renamed
,Zen Pre-Rolls - Gas Face - 14g (28x0.5g),Zen Cannabis Gas Face Pre-roll 14g,no_vendor_column;no_cannabinoid_columns;renamed
,Zen Hash Rosin - Dulce De Boof - 1g,Zen Cannabis Dulce De Boof Hash Rosin 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Zen Hash Rosin - Grape Cream Cake - 1g,Zen Cannabis Grape Cream Cake Hash Rosin 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Zen Hash Rosin - Super Boof - 1g,Zen Cannabis Super Boof Hash 1g,collapsed_duplicate;merged_into_master
,Micro Bar - 1g Disposable - Micro Bar - Super Bubble - 1g,Micro Bar Super Bubble Disposable Cartridge 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Micro Bar Liquid Gold - Micro Bar Liquid Gold 1g - Super Boof - 1g,Micro Bar Super Boof Disposable Cartridge 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Micro Bar Liquid Gold - Micro Bar Liquid Gold 1g - Face Off OG - 1g,Micro Bar Face Off Og Disposable Cartridge 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Micro Bar Liquid Gold - Micro Bar Liquid Gold 1g - Orange Cookies - 1g,Micro Bar Orange Cookies Disposable Cartridge 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Micro Bar Liquid Gold - Micro Bar Liquid Gold 1g - Zour Watermelon - 1g,Micro Bar Zour Watermelon Disposable Cartridge 1g,no_vendor_column;no_cannabinoid_columns;renamed
,BFF Flavored Live Resin AIO - LOL - Lemon Orange Lychee - 1g - (S) - DOH,Buddies Lemon Orange Disposable Cartridge 1g,no_vendor_column;no_cannabinoid_columns;renamed
,BFF Flavored Live Resin AIO - NO CAP - Neon Cherry Apricot - 1g - (I) - DOH,Buddies Neon Cherry Apricot Disposable Cartridge 1g,collapsed_duplicate;merged_into_master
,M-MT-300ENG - Moxey Energize 1:1:1 Peppermints (100mg CBC/100mg CBG/100mg THC),Journeyman Peppermint Mints 12g,collapsed_duplicate;merged_into_master
,M-MT-400BAL - Moxey Balance 3:1 Peppermints (300mg CBG/100mg THC),Mr. Moxey's Peppermint Mints 12g,no_vendor_column;no_cannabinoid_columns;renamed
,Jealousy Live Resin Cart [1g] [CERAMIC] [D.O.H. COMPLIANT],Lifted Jealousy Cartridge 1g,no_vendor_column;no_cannabinoid_columns;renamed
,420 Brand - Milk Chocolate - Rosin - Honeycomb Toffee 100mg THC - Pouch,4.20 Honey Combz Chocolate 57g,no_vendor_column;no_cannabinoid_columns;renamed
,- Milk Chocolate - Rosin - Macadamia Nut 100mg THC - Pouch,4.20 Macadamia Nut Indica 100mg Chocolate 57g,no_vendor_column;no_cannabinoid_columns;renamed
,Animal Tsunami ( I/H ) - Plaid Jacket BHO Cured Resin Cart 1g,Plaid Jacket Animal Tsunami Cartridge 1g,collapsed_duplicate;merged_into_master
,Mango Mintality ( S/H ) - Plaid Jacket BHO Cured Resin Cart 1g,Plaid Jacket Mango Mintality Cartridge 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Permanent Gas ( I/H ) - Plaid Jacket BHO Cured Resin Disposable 1g,Plaid Jacket Permanent Gas Disposable Cartridge 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Perfect Specimen ( I/H ) - Plaid Jacket BHO Cured Resin Disposable 1g,Plaid Jacket Perfect Specimen Disposable Cartridge 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Mango Mintality ( S/H ) - Plaid Jacket BHO Elevated THC Cured Resin Cart 1g,Plaid Jacket Mango Mintality Cartridge 1g,collapsed_duplicate;merged_into_master
,Melon Ball ( S/H ) - Flipside Gold BHO/Ethanol Extracted Disposable 1g,Flipside Melon Ball Disposable Cartridge 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Slapple ( I/H ) - Flipside Gold BHO/Ethanol Extracted Disposable 1g,Flipside Slapple Disposable Cartridge 1g,collapsed_duplicate;merged_into_master
,Gummyshark ( I ) Chef Joe's - Flipside Distillate Disposable 1g,Flipside Gummyshark Disposable Cartridge 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Papayahuasca ( I ) Chef Joe's - Flipside Distillate Disposable 1g,Flipside Papayahuasca Disposable Cartridge 1g,no_vendor_column;no_cannabinoid_columns;renamed
,RedEyesGreenDragon ( S ) Chef Joe's - Flipside Distillate Disposable 1g,Flipside Redeyesgreendragon Disposable Cartridge 1g,collapsed_duplicate;merged_into_master
,Strawnana ( I ) Chef Joe's - Flipside Distillate Disposable 1g,Flipside Strawnana Disposable Cartridge 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Pineapple Express ( H ) - Flipside Distillate Disposable 1g,Flipside Pineapple Express Disposable Cartridge 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Strawberry Lemon Haze ( S ) - Flipside Distillate Disposable 1g,Flipside Strawberry Lemon Haze Disposable Cartridge 1g,no_vendor_column;no_cannabinoid_columns;renamed
,UW Purps ( I ) - Flipside Distillate Disposable 1g,Flipside Uw Purps Disposable Cartridge 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Watermelon Sugar ( S ) - Flipside Distillate Disposable 1g,Flipside Watermelon Sugar Disposable Cartridge 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Specimen X ( I/H ) Plaid Jacket BHO THCA Infused Joint - 1g,Plaid Jacket Specimen X Infused Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Sitka Classic Cascade Cream Hashish Joint (H),Sitka Cascade Cream Infused Pre-roll 1g,collapsed_duplicate;merged_into_master
,Sitka Classic Cascade Cream Hash Joint Minis - 5pk,Sitka Cascade Cream Infused Pre-roll 3.5g,no_vendor_column;no_cannabinoid_columns;renamed
,Heavenly Flower  Black Maple - 3.5g,Heavenly Buds Black Maple Flower 3.5g,collapsed_duplicate;merged_into_master
,Heavenly Buds Flower - Black Maple - 7g,Heavenly Buds Black Maple Flower 7g,no_vendor_column;no_cannabinoid_columns;renamed
,Heavenly Buds Flower - Huckleberry Pie - 3.5g,Heavenly Buds Huckleberry Pie Flower 3.5g,collapsed_duplicate;merged_into_master
,Heavenly Buds Moroccan Hash - Orange Diesel - 1g,Heavenly Buds Orange Diesel Hash 1g,collapsed_duplicate;merged_into_master
,Heavenly Buds Full Flower Little Snappers - Blueberry Banana Zkittles - 10pk (10x0.5g),Heavenly Buds Blueberry Banana Zkittles Pre-roll 5g,no_vendor_column;no_cannabinoid_columns;renamed
,Heavenly Buds ull Flower Little Snappers - Super Lemon Haze - 10pk (10x0.5g),Heavenly Buds Super Lemon Haze Pre-roll 5g,no_vendor_column;no_cannabinoid_columns;renamed
,Heavnely Buds Infused Bubble Hash Little Snappers - Double Strawberry - 2pk (2x0.5g),Heavenly Buds Double Strawberry Infused Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Heavenly Buds Infused Bubble Hash Little Snappers - Zetsu - 2pk (2x0.5g),Heavenly Buds Zetsu Infused Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Swifts Edibles - Truffle-Milk-Sativa-100mg - Chocolate - THC - Sativa - 120g,Swifts Chocolate Truffle Chocolate 2oz,collapsed_duplicate;merged_into_master
,Swifts Edibles - Truffle-Milk-Indica-100mg - Chocolate - THC - Indica - 120g,Swifts Chocolate Truffle Chocolate 2oz,collapsed_duplicate;merged_into_master
,Goodiez- Edibles Shirley Temple 1:1:1:1 THC:CBD:CBN:CBG,Swifts Shirley Temple Gummies 1.3oz,no_vendor_column;no_cannabinoid_columns;renamed
,Swifts Edibles - Truffle-Dubai Milk MAX-500mg - MAX THC:CBD:CBN - Vanilla Frosting - 120g,Swifts Dubai Chocolate Chocolate 1.3oz,no_vendor_column;no_cannabinoid_columns;renamed
,Full Spec Cart Lemon Tree Midnight 1g,Full Spec Lemon Tree Cartridge 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Full Spec Cart Bubble Kush 1g,Full Spec Bubble Kush Cartridge 1g,no_vendor_column;no_cannabinoid_columns;renamed
,SPR - Gushers - 3.5g,Spr Gushers Flower 3.5g,no_vendor_column;no_cannabinoid_columns;renamed
,SPR - Gushers - 7g,Spr Gushers Flower 7g,no_vendor_column;no_cannabinoid_columns;renamed
,SPR - Cali Glow - 1g,Spr Cali Glow Flower 1g,collapsed_duplicate;merged_into_master
,SPR - Cali Glow - 3.5g,Spr Cali Glow Flower 3.5g,no_vendor_column;no_cannabinoid_columns;renamed
,SPR - Cali Glow - 7g,Spr Cali Glow Flower 7g,no_vendor_column;no_cannabinoid_columns;renamed
,SUBX [DOH] SIGNATURE Flower - Ice Cold - 1g,Subx Ice Cold Flower 1g,collapsed_duplicate;merged_into_master
,SUBX[DOH] SIGNATURE Flower - Ice Cold - 3.5g,Subx Ice Cold Flower 3.5g,no_vendor_column;no_cannabinoid_columns;renamed
,SUBX [DOH] SIGNATURE Flower - Blue Jam - 1g,Subx Blue Jam Flower 1g,no_vendor_column;no_cannabinoid_columns;renamed
,SUBX [DOH] SIGNATURE Flower - Blue Jam - 3.5g,Subx Blue Jam Flower 3.5g,no_vendor_column;no_cannabinoid_columns;renamed
,SUBX [DOH] SIGNATURE Flower - Blue Jam - 7g,Subx Blue Jam Flower 7g,collapsed_duplicate;merged_into_master
,SUBX [DOH] SIGNATURE Flower - Poipu Rain - 1g,Subx Poipu Rain Flower 1g,no_vendor_column;no_cannabinoid_columns;renamed
,SUBX [DOH] SIGNATURE Flower - Poipu Rain - 3.5g,Subx Poipu Rain Flower 3.5g,no_vendor_column;no_cannabinoid_columns;renamed
,SUBX [DOH] SIGNATURE Flower - Poipu Rain - 7g,Subx Poipu Rain Flower 7g,collapsed_duplicate;merged_into_master
,SUBX SIGNATURE Smalls - Sunset Sherbet - 3.5g,Subx Sunset Shebert Flower 3.5g,no_vendor_column;no_cannabinoid_columns;renamed
,SUBX [DOH] SUPREME Live Diamond Disposable - Hawaiian Snow Cone - 1g,Subx Hawaiian Snow Cone Disposable Cartridge 1g,no_vendor_column;no_cannabinoid_columns;renamed
,SUBX [DOH] SUPREME Bang Stick - Colorado Nightshifter - 2pk,Subx Colorado Nightshifter Infused Pre-roll 1g,collapsed_duplicate;merged_into_master
,SUBX SIGNATURE Pre-Roll - Orange Poison - 2pk,Subx Orange Poison Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;renamed
,SUBX SIGNATURE Pre-Roll - Swampwater Fumez - 2pk,Subx Swampwater Fumez Pre-roll 1g,collapsed_duplicate;merged_into_master
,SUBX [DOH] SUPREME Flower - SubZero - 1g,Subx Sub Zero Pre-roll 1g,collapsed_duplicate;merged_into_master
,SUBX [DOH] SUPREME Flower - SubZero - 3.5g,Subx Sub Zero Flower 3.5g,no_vendor_column;no_cannabinoid_columns;renamed
,SUBX SELECT Slush - Orange Poison - 1g,Subx Orange Poison Bho 1g,collapsed_duplicate;merged_into_master
,SUBX  SIGNATURE Batter - Alley Oop - 1g,Subx Alley Oop Bho 1g,no_vendor_column;no_cannabinoid_columns;renamed
,SUBX SUPREME Live Batter - Poipu Rain - 1g,Subx Poipu Rain Badder 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Stinger Cartridge - 1g Cartridge - Kentucky Durban - 1g,Stinger Kentucky Durban Cartridge 1g,collapsed_duplicate;merged_into_master
,Stingers - Live Resin Cartridge - Alien Orange Gum - 1g,Stinger Alien Orange Gum Cartridge 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Stingers - 2pk .5g Liquid Diamonds Pre-Rolls - White Widow - 1g,Stinger White Widow Infused Blunt 1g,no_vendor_column;no_cannabinoid_columns;renamed
